RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,52372,Cameron Champ,211.6,16928.8,80
2,0,46501,Ollie Schniederjans,201.6,17542.2,87
3,0,46601,Trey Mullinax,200.6,25675.0,128
4,0,29484,Peter Uihlein,200.1,17411.7,87
5,0,27129,Luke List,200.0,16198.1,81
6,0,30925,Dustin Johnson,199.1,8362.5,42
7,0,28237,Rory McIlroy,199.0,8956.5,45
8,0,27141,J.B. Holmes,198.9,12528.5,63
9,0,45157,Cam Davis,198.8,19685.9,99
9,0,31323,Gary Woodland,198.8,12327.7,62
11,0,51766,Wyndham Clark,198.7,20662.3,104
12,0,27349,Alex Noren,198.3,12097.3,61
12,0,47347,Adam Schenk,198.3,27762.6,140
14,0,21209,Sergio Garcia,197.8,8701.6,44
15,0,29725,Tony Finau,197.6,17195.3,87
16,0,47504,Sam Burns,197.4,25273.1,128
17,0,36689,Brooks Koepka,196.8,16335.6,83
18,0,01810,Phil Mickelson,196.7,4328.3,22
19,0,39546,Keith Mitchell,196.4,18065.4,92
20,0,47959,Bryson DeChambeau,196.2,11575.5,59
20,0,48081,Xander Schauffele,196.2,5689.6,29
22,0,32333,Kevin Tway,195.6,16232.6,83
22,0,27064,Jhonattan Vegas,195.6,12519.3,64
24,0,27095,Nick Watney,195.4,23053.8,118
25,0,32839,Hideki Matsuyama,195.3,16792.1,86
26,0,25804,Bubba Watson,195.2,6831.1,35
27,0,34099,Harris English,194.9,24361.5,125
28,0,28089,Jason Day,194.3,7578.3,39
29,0,33419,Cameron Tringale,193.8,24225.4,125
30,0,35617,Martin Trainer,193.7,18979.0,98
31,0,32102,Rickie Fowler,193.4,11796.7,61
31,0,36699,Patrick Rodgers,193.4,7347.7,38
33,0,30944,Jason Kokrak,192.8,16965.4,88
34,0,46970,Jon Rahm,192.6,5391.5,28
35,0,30946,Alex Prugh,192.3,19419.6,101
36,0,33948,Byeong Hun An,192.0,13822.5,72
37,0,39977,Max Homa,191.7,18405.7,96
37,0,47856,Seth Reeves,191.7,16290.3,85
39,0,24502,Adam Scott,191.5,4212.4,22
40,0,33667,Carlos Ortiz,191.1,22932.4,120
41,0,33141,Keegan Bradley,190.9,11645.0,61
42,0,35450,Patrick Cantlay,190.6,9340.0,49
42,0,21961,Charles Howell III,190.6,17156.7,90
42,0,49960,Sepp Straka,190.6,20396.3,107
45,0,34264,Hudson Swafford,190.4,14469.8,76
46,0,34306,John Chin,190.1,10836.0,57
47,0,46402,Talor Gooch,189.9,16523.4,87
47,0,22405,Justin Rose,189.9,6837.0,36
49,0,29518,Brendan Steele,189.8,25431.1,134
50,0,30692,Scott Stallings,189.4,20831.3,110
51,0,33448,Justin Thomas,189.1,10968.0,58
52,0,35506,Mackenzie Hughes,188.8,28131.0,149
53,0,26300,Matt Jones,188.7,17739.1,94
54,0,32757,Patton Kizzire,188.3,14120.4,75
55,0,49766,Hank Lebioda,188.2,18634.2,99
55,0,45486,Joaquin Niemann,188.2,28789.5,153
57,0,35421,Brandon Harkins,188.0,23877.4,127
57,0,12716,Charley Hoffman,188.0,14099.6,75
59,0,29970,Dylan Frittelli,187.9,24997.2,133
59,0,26851,Marc Leishman,187.9,9209.0,49
59,0,49964,Aaron Wise,187.9,12026.7,64
62,0,33486,Roger Sloan,187.8,24231.8,129
63,0,36852,Jim Knous,187.7,12948.9,69
64,0,39954,Cody Gribble,187.6,18569.0,99
65,0,30911,Tommy Fleetwood,187.4,7872.7,42
65,0,27936,Martin Laird,187.4,27166.8,145
67,0,25364,Paul Casey,187.3,8801.2,47
67,0,34563,Chesson Hadley,187.3,14424.9,77
69,0,48822,Sebastián Muñoz,187.2,20596.3,110
70,0,37340,Chase Wright,187.1,20958.8,112
71,0,40009,Dominic Bozzelli,186.9,15696.2,84
72,0,36799,Stephan Jaeger,186.7,16991.1,91
73,0,24924,Bill Haas,186.6,19776.7,106
73,0,34363,Tyrrell Hatton,186.6,6343.6,34
75,0,28252,Seamus Power,185.8,21924.0,118
76,0,29926,Danny Lee,185.5,21703.2,117
77,0,35461,Beau Hossler,185.4,25217.8,136
78,0,34466,Peter Malnati,185.1,31089.7,168
78,0,23320,Ryan Palmer,185.1,16292.1,88
80,0,39971,Sungjae Im,185.0,35891.5,194
81,0,24361,Pat Perez,184.8,10350.3,56
82,0,49771,J.T. Poston,184.6,22894.5,124
83,0,27974,Sung Kang,184.4,13095.7,71
84,0,29223,Sam Saunders,184.3,19906.1,108
85,0,39997,Corey Conners,184.2,17498.1,95
85,0,31646,Emiliano Grillo,184.2,13444.8,73
85,0,27330,Josh Teater,184.2,22100.9,120
85,0,37189,Harold Varner III,184.2,14734.3,80
89,0,25572,Graeme McDowell,184.0,10854.9,59
90,0,22371,Aaron Baddeley,183.9,10853.0,59
90,0,28259,Sangmoon Bae,183.9,16551.2,90
90,0,40026,Daniel Berger,183.9,21695.9,118
90,0,37275,Sam Ryder,183.9,21329.6,116
90,0,39324,J.J. Spaun,183.9,19856.5,108
90,0,32139,Danny Willett,183.9,5885.9,32
96,0,32640,Troy Merritt,183.8,16176.1,88
97,0,34431,Robert Streb,183.5,18530.8,101
98,0,37380,Curtis Luck,183.2,17774.3,97
98,0,24781,Hunter Mahan,183.2,13558.7,74
98,0,35732,Wes Roach,183.2,18874.4,103
98,0,27214,Kevin Streelman,183.2,20523.6,112
102,0,30978,Kiradech Aphibarnrat,183.1,7872.1,43
103,0,29974,Branden Grace,183.0,8601.6,47
104,0,33399,Adam Hadwin,182.8,13708.0,75
105,0,29420,Billy Horschel,182.7,14252.6,78
105,0,34046,Jordan Spieth,182.7,10780.8,59
107,0,46523,Joey Garber,182.5,18798.9,103
108,0,25900,Lucas Glover,182.3,19137.6,105
109,0,37455,Si Woo Kim,182.1,13837.1,76
110,0,25198,Francesco Molinari,182.0,9284.5,51
111,0,30191,Julián Etulain,181.9,12003.2,66
111,0,25818,Scott Piercy,181.9,13095.1,72
111,0,34360,Patrick Reed,181.9,18557.5,102
111,0,33418,Shawn Stefani,181.9,15094.4,83
111,0,25632,Jimmy Walker,181.9,18734.9,103
116,0,25686,Jason Dufner,181.8,15999.6,88
116,0,33122,Russell Knox,181.8,15814.5,87
118,0,21528,Henrik Stenson,181.6,3450.4,19
119,0,34021,Bud Cauley,181.4,23759.4,131
119,0,47993,Denny McCarthy,181.4,19045.8,105
121,0,49298,Kramer Hickok,181.3,21212.9,117
122,0,40115,Adam Svensson,181.2,17940.6,99
123,0,29268,Bronson Burgoon,180.7,16085.6,89
123,0,34076,Joel Dahmen,180.7,16988.3,94
123,0,29478,Kevin Kisner,180.7,15357.9,85
126,0,26329,Louis Oosthuizen,180.5,6136.2,34
126,0,27556,Ted Potter Jr.,180.5,19860.1,110
126,0,25493,Nick Taylor,180.5,26348.9,146
129,0,35449,Adam Long,180.2,18203.1,101
129,0,34256,Andrew Putnam,180.2,9188.9,51
131,0,26499,Rafa Cabrera Bello,180.1,7203.3,40
131,0,35532,Tom Hoge,180.1,27012.1,150
133,0,29479,Scott Brown,180.0,26093.9,145
134,0,32200,Roberto Castro,179.9,23209.9,129
135,0,24925,Jonathan Byrd,179.6,10953.1,61
136,0,32791,K.H. Lee,179.5,24770.9,138
137,0,25396,Kevin Na,179.4,7177.0,40
138,0,35891,Cameron Smith,179.2,9138.6,51
139,0,27963,Chris Stroud,179.0,18257.8,102
140,0,45609,Tyler Duncan,178.9,24333.4,136
141,0,27895,Jonas Blixt,178.7,23056.1,129
141,0,32150,Michael Thompson,178.7,18585.4,104
143,0,40098,Matt Fitzpatrick,178.5,8031.5,45
144,0,47128,Richy Werenski,178.4,26944.3,151
145,0,49303,Anders Albertson,178.3,20145.5,113
145,0,31557,Jim Herman,178.3,12480.9,70
147,0,06522,Ernie Els,178.0,6942.9,39
148,0,28775,Nate Lashley,177.7,18304.4,103
149,0,45526,Abraham Ancer,177.5,15797.0,89
149,0,21731,Freddie Jacobson,177.5,16683.1,94
151,0,23353,J.J. Henry,177.4,15789.6,89
152,0,39975,Michael Kim,177.2,11695.8,66
152,0,20572,Rod Pampling,177.2,16656.0,94
154,0,29535,Brice Garnett,177.1,23202.1,131
155,0,27649,Brandt Snedeker,177.0,18230.2,103
156,0,39327,Ben Silverman,176.7,23330.4,132
157,0,27644,Brian Harman,176.5,18881.0,107
158,0,23108,Matt Kuchar,176.1,10916.5,62
159,0,31420,Anirban Lahiri,176.0,19887.0,113
160,0,23621,Rory Sabbatini,175.7,21438.6,122
161,0,27958,Ryan Blaum,175.4,22623.7,129
161,0,46435,Austin Cook,175.4,16664.2,95
163,0,33410,Andrew Landry,174.7,19393.0,111
163,0,29908,C.T. Pan,174.7,9959.6,57
163,0,29221,Webb Simpson,174.7,10484.0,60
166,0,35879,Kelly Kraft,174.4,18830.3,108
166,0,23325,Vaughn Taylor,174.4,18491.3,106
168,0,24138,Ian Poulter,174.2,7141.6,41
169,0,28679,Fabián Gómez,174.1,19842.1,114
170,0,30110,Kyle Stanley,173.3,16980.7,98
171,0,47990,Kyle Jones,173.1,21985.1,127
172,0,26476,Chez Reavie,173.0,12800.6,74
173,0,37454,Whee Kim,172.8,15725.1,91
174,0,32058,José de Jesús Rodríguez,172.5,14663.4,85
175,0,34098,Russell Henley,171.7,18881.5,110
176,0,24024,Zach Johnson,171.6,12526.8,73
177,0,19846,Brian Gay,171.4,14571.9,85
178,0,35376,Roberto Díaz,170.5,19776.4,116
178,0,31560,Brian Stuard,170.5,13980.2,82
180,0,32816,Satoshi Kodaira,169.9,10531.8,62
181,0,20472,Alex Cejka,169.8,10694.3,63
182,0,26758,David Hearn,169.7,10350.5,61
183,0,30786,Brady Schnell,168.7,12990.2,77
184,0,10809,Jim Furyk,168.2,11772.4,70
185,0,26596,Ryan Moore,166.7,21165.5,127
186,0,19803,Ryan Armour,166.5,19319.3,116
187,0,26951,Johnson Wagner,166.1,12293.5,74
188,0,34261,Scott Langley,162.7,17412.0,107