RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,47959,Bryson DeChambeau,1.162,78.987,68
2,0,46970,Jon Rahm,.834,53.366,64
3,0,21209,Sergio Garcia,.796,54.102,68
4,0,28237,Rory McIlroy,.660,41.575,63
5,0,46717,Viktor Hovland,.656,45.929,70
6,0,27064,Jhonattan Vegas,.647,43.372,67
7,0,36689,Brooks Koepka,.631,32.811,52
8,0,39997,Corey Conners,.625,52.463,84
9,0,25804,Bubba Watson,.613,36.782,60
10,0,52372,Cameron Champ,.593,38.560,65
11,0,39546,Keith Mitchell,.570,38.192,67
12,0,35450,Patrick Cantlay,.569,38.689,68
13,0,27129,Luke List,.557,41.781,75
14,0,45486,Joaquin Niemann,.556,49.477,89
15,0,40098,Matt Fitzpatrick,.539,28.575,53
16,0,39971,Sungjae Im,.526,59.481,113
17,0,46046,Scottie Scheffler,.515,43.256,84
18,0,21961,Charles Howell III,.505,26.780,53
19,0,28089,Jason Day,.442,24.769,56
20,0,31646,Emiliano Grillo,.368,25.391,69
21,0,30925,Dustin Johnson,.361,22.379,62
22,0,35104,Tom Lewis,.358,25.070,70
23,0,30944,Jason Kokrak,.352,26.782,76
24,0,45526,Abraham Ancer,.350,28.361,81
25,0,12716,Charley Hoffman,.341,26.919,79
26,0,31557,Jim Herman,.336,19.804,59
27,0,46550,Brandon Hagy,.330,19.135,58
28,0,33141,Keegan Bradley,.327,25.519,78
29,0,33404,Chris Baker,.322,12.229,38
29,0,34363,Tyrrell Hatton,.322,15.145,47
31,0,47483,Will Zalatoris,.319,21.686,68
32,0,45157,Cam Davis,.312,28.036,90
33,0,36699,Patrick Rodgers,.305,23.778,78
34,0,40042,Tyler McCumber,.290,15.662,54
35,0,29420,Billy Horschel,.289,19.956,69
36,0,29725,Tony Finau,.281,20.208,72
36,0,50525,Collin Morikawa,.281,18.534,66
38,0,31420,Anirban Lahiri,.280,15.128,54
39,0,46442,Maverick McNealy,.271,17.874,66
40,0,56762,Will Gordon,.268,18.203,68
41,0,48081,Xander Schauffele,.266,16.787,63
42,0,40026,Daniel Berger,.264,19.245,73
43,0,25364,Paul Casey,.258,14.950,58
44,0,47504,Sam Burns,.257,18.794,73
45,0,52375,Doug Ghim,.252,18.177,72
46,0,49964,Aaron Wise,.249,17.406,70
47,0,33667,Carlos Ortiz,.246,20.449,83
48,0,30110,Kyle Stanley,.244,18.091,74
49,0,23320,Ryan Palmer,.242,16.209,67
50,0,32839,Hideki Matsuyama,.240,20.189,84
51,0,28420,Ryan Brehm,.237,8.291,35
52,0,33448,Justin Thomas,.235,15.961,68
53,0,34255,Joseph Bramlett,.224,12.568,56
54,0,37455,Si Woo Kim,.223,18.522,83
55,0,34076,Joel Dahmen,.214,14.109,66
56,0,32070,Rafael Campos,.210,8.606,41
57,0,27214,Kevin Streelman,.196,16.443,84
58,0,25900,Lucas Glover,.185,14.993,81
59,0,39324,J.J. Spaun,.178,9.253,52
60,0,32791,K.H. Lee,.172,15.978,93
61,0,51894,Vince Whaley,.168,9.722,58
62,0,33486,Roger Sloan,.166,10.313,62
63,0,25686,Jason Dufner,.165,12.222,74
64,0,29535,Brice Garnett,.161,11.137,69
65,0,47347,Adam Schenk,.159,12.743,80
66,0,26476,Chez Reavie,.155,10.970,71
67,0,29926,Danny Lee,.154,8.792,57
68,0,30163,Henrik Norlander,.152,11.424,75
69,0,34174,John Huh,.147,7.475,51
70,0,33490,Bo Hoag,.141,10.594,75
71,0,33413,Ben Martin,.138,4.679,34
72,0,45609,Tyler Duncan,.136,10.300,76
73,0,27644,Brian Harman,.133,11.294,85
74,0,48822,Sebasti치n Mu침oz,.130,11.577,89
75,0,29518,Brendan Steele,.126,8.429,67
75,0,40006,Erik van Rooyen,.126,8.594,68
77,0,26300,Matt Jones,.124,10.430,84
78,0,39977,Max Homa,.122,8.171,67
79,0,30926,Chris Kirk,.119,8.913,75
80,0,49298,Kramer Hickok,.117,6.566,56
80,0,27936,Martin Laird,.117,8.074,69
82,0,33204,Shane Lowry,.112,7.034,63
83,0,35449,Adam Long,.109,7.765,71
84,0,48887,Matt Wallace,.106,4.021,38
85,0,24781,Hunter Mahan,.105,4.303,41
86,0,37189,Harold Varner III,.104,8.252,79
87,0,32816,Satoshi Kodaira,.101,6.249,62
88,0,32102,Rickie Fowler,.096,6.245,65
89,0,25818,Scott Piercy,.090,6.136,68
90,0,32448,James Hahn,.079,4.917,62
91,0,34099,Harris English,.076,5.935,78
92,0,49960,Sepp Straka,.073,5.645,77
93,0,34098,Russell Henley,.071,5.542,78
93,0,29221,Webb Simpson,.071,4.337,61
95,0,35461,Beau Hossler,.059,4.095,70
96,0,27554,Scott Harrington,.057,3.622,63
97,0,20396,Lee Westwood,.055,2.800,51
98,0,34264,Hudson Swafford,.052,3.441,66
99,0,29970,Dylan Frittelli,.029,1.726,60
100,0,30692,Scott Stallings,.024,1.615,68
101,0,26329,Louis Oosthuizen,.023,1.368,60
102,0,39953,Chase Seiffert,.021,1.165,56
103,0,35310,Lanto Griffin,.019,1.542,80
104,0,33122,Russell Knox,.018,1.424,80
105,0,29268,Bronson Burgoon,.015,.841,56
105,0,25493,Nick Taylor,.015,1.232,83
107,0,19803,Ryan Armour,.013,.878,67
108,0,48045,Michael Gellerman,.012,.380,31
108,0,36871,Matthew NeSmith,.012,.928,80
108,0,28252,Seamus Power,.012,.501,42
111,0,33948,Byeong Hun An,.008,.592,70
112,0,23621,Rory Sabbatini,-.001,-.039,67
113,0,29908,C.T. Pan,-.002,-.139,65
114,0,34360,Patrick Reed,-.003,-.182,66
115,0,27330,Josh Teater,-.006,-.203,33
115,0,33419,Cameron Tringale,-.006,-.533,82
117,0,51766,Wyndham Clark,-.015,-1.038,71
118,0,37275,Sam Ryder,-.019,-1.300,68
119,0,35891,Cameron Smith,-.020,-1.362,69
120,0,26331,Charl Schwartzel,-.027,-1.999,75
121,0,33120,Mark Anderson,-.035,-1.205,34
121,0,53165,Doc Redman,-.035,-2.399,69
123,0,33399,Adam Hadwin,-.042,-3.331,79
124,0,27349,Alex Noren,-.045,-3.338,74
125,0,46435,Austin Cook,-.046,-3.004,65
126,0,35532,Tom Hoge,-.050,-4.421,88
127,0,32139,Danny Willett,-.056,-1.572,28
128,0,34213,Grayson Murray,-.063,-2.286,36
129,0,20229,Stewart Cink,-.064,-5.018,78
129,0,33597,Harry Higgs,-.064,-4.816,75
131,0,35658,Kris Ventura,-.070,-3.632,52
132,0,46402,Talor Gooch,-.071,-5.899,83
133,0,24138,Ian Poulter,-.079,-4.350,55
134,0,32757,Patton Kizzire,-.083,-7.554,91
135,0,34046,Jordan Spieth,-.091,-6.763,74
136,0,24502,Adam Scott,-.101,-5.931,59
137,0,32662,Michael Gligic,-.104,-6.236,60
137,0,32150,Michael Thompson,-.104,-7.063,68
139,0,24140,Sean O'Hair,-.109,-4.812,44
140,0,22056,Cameron Percy,-.115,-6.917,60
141,0,24361,Pat Perez,-.120,-9.354,78
142,0,34314,Sebastian Cappelen,-.125,-4.766,38
143,0,33410,Andrew Landry,-.131,-8.013,61
143,0,49771,J.T. Poston,-.131,-10.311,79
145,0,30911,Tommy Fleetwood,-.134,-6.298,47
145,0,49766,Hank Lebioda,-.134,-7.214,54
147,0,32333,Kevin Tway,-.139,-7.082,51
148,0,22405,Justin Rose,-.142,-5.813,41
149,0,27770,Camilo Villegas,-.145,-9.453,65
150,0,31560,Brian Stuard,-.147,-12.917,88
151,0,29479,Scott Brown,-.148,-9.450,64
152,0,01810,Phil Mickelson,-.161,-9.845,61
153,0,29974,Branden Grace,-.162,-10.209,63
154,0,26851,Marc Leishman,-.165,-10.374,63
155,0,23788,D.J. Trahan,-.171,-7.872,46
156,0,23623,Bo Van Pelt,-.177,-9.737,55
157,0,31323,Gary Woodland,-.190,-11.006,58
158,0,47993,Denny McCarthy,-.207,-16.522,80
158,0,32640,Troy Merritt,-.207,-16.556,80
160,0,47128,Richy Werenski,-.214,-17.731,83
161,0,24024,Zach Johnson,-.215,-16.322,76
161,0,29478,Kevin Kisner,-.215,-14.866,69
163,0,32254,Xinjun Zhang,-.217,-10.852,50
164,0,34431,Robert Streb,-.232,-16.267,70
165,0,30927,Brendon Todd,-.234,-16.626,71
166,0,36801,Mark Hubbard,-.251,-22.346,89
167,0,25396,Kevin Na,-.253,-19.752,78
168,0,27649,Brandt Snedeker,-.255,-18.369,72
169,0,34466,Peter Malnati,-.278,-18.365,66
170,0,34563,Chesson Hadley,-.289,-16.747,58
171,0,26499,Rafa Cabrera Bello,-.295,-17.720,60
172,0,24924,Bill Haas,-.309,-9.575,31
173,0,56278,Matthew Wolff,-.333,-16.992,51
174,0,35506,Mackenzie Hughes,-.340,-25.863,76
175,0,28775,Nate Lashley,-.348,-20.529,59
176,0,23108,Matt Kuchar,-.371,-21.873,59
177,0,46441,Robby Shelton,-.385,-27.333,71
178,0,48119,Ben Taylor,-.416,-12.886,31
179,0,35230,Nelson Ledesma,-.491,-17.188,35
180,0,23325,Vaughn Taylor,-.501,-31.092,62
181,0,26758,David Hearn,-.507,-23.337,46
182,0,27141,J.B. Holmes,-.515,-22.654,44
183,0,27556,Ted Potter Jr.,-.517,-29.973,58
184,0,34256,Andrew Putnam,-.519,-38.413,74
185,0,27942,Rob Oppenheim,-.557,-31.201,56
186,0,27974,Sung Kang,-.575,-43.107,75
187,0,35617,Martin Trainer,-.597,-28.672,48
188,0,22371,Aaron Baddeley,-.627,-22.565,36
189,0,19846,Brian Gay,-.656,-40.700,62
190,0,25632,Jimmy Walker,-.661,-41.627,63
191,0,27095,Nick Watney,-.689,-28.923,42
192,0,28679,Fabi치n G칩mez,-.706,-23.998,34
193,0,23983,Luke Donald,-.805,-36.231,45
194,0,32618,Rhein Gibson,-.891,-33.861,38
195,0,24357,K.J. Choi,-.977,-41.997,43
196,0,39975,Michael Kim,-1.247,-67.323,54