RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,55789,Taylor Montgomery,27.38,2793,102,22
2,0,47591,Eric Cole,27.75,3497,126,22
3,0,46442,Maverick McNealy,27.97,1762,63,23
4,0,33948,Byeong Hun An,28.03,2943,105,21
5,0,51634,Sahith Theegala,28.04,2972,106,21
6,0,30911,Tommy Fleetwood,28.07,2077,74,24
7,0,39977,Max Homa,28.12,2418,86,22
7,0,30927,Brendon Todd,28.12,2924,104,22
9,0,50188,S.H. Kim,28.14,3124,111,24
10,0,22371,Aaron Baddeley,28.15,2252,80,21
10,0,47504,Sam Burns,28.15,2280,81,22
12,0,34466,Peter Malnati,28.16,2675,95,22
13,0,40098,Matt Fitzpatrick,28.22,2060,73,22
13,0,22405,Justin Rose,28.22,1919,68,21
15,0,39058,Lucas Herbert,28.23,1750,62,22
16,0,46717,Viktor Hovland,28.24,2485,88,24
17,0,34409,David Lingmerth,28.26,2487,88,23
18,0,25493,Nick Taylor,28.28,2630,93,22
19,0,37275,Sam Ryder,28.30,3141,111,22
20,0,35461,Beau Hossler,28.31,3114,110,20
20,0,34046,Jordan Spieth,28.31,2038,72,23
22,0,33597,Harry Higgs,28.32,2379,84,22
23,0,33653,Thomas Detry,28.33,2805,99,22
23,0,34363,Tyrrell Hatton,28.33,2210,78,23
23,0,47993,Denny McCarthy,28.33,2833,100,21
26,0,28089,Jason Day,28.38,2270,80,23
26,0,28237,Rory McIlroy,28.38,1816,64,22
28,0,51766,Wyndham Clark,28.40,2897,102,23
28,0,24502,Adam Scott,28.40,1931,68,23
30,0,31560,Brian Stuard,28.42,2075,73,22
31,0,27644,Brian Harman,28.43,2644,93,22
32,0,48081,Xander Schauffele,28.44,2304,81,23
33,0,54591,Ben Griffin,28.45,3385,119,22
34,0,35450,Patrick Cantlay,28.46,2049,72,21
34,0,47128,Richy Werenski,28.46,2818,99,24
36,0,23108,Matt Kuchar,28.48,2592,91,21
37,0,40162,Justin Lower,28.49,3105,109,22
38,0,28252,Seamus Power,28.50,2337,82,23
39,0,39971,Sungjae Im,28.51,2965,104,23
40,0,32102,Rickie Fowler,28.52,2738,96,23
41,0,45522,Christiaan Bezuidenhout,28.53,2539,89,23
41,0,57975,Harry Hall,28.53,2910,102,22
43,0,46970,Jon Rahm,28.54,2026,71,22
44,0,46435,Austin Cook,28.55,2427,85,24
45,0,25818,Scott Piercy,28.56,2827,99,24
46,0,35506,Mackenzie Hughes,28.57,2543,89,23
46,0,37455,Si Woo Kim,28.57,2857,100,22
48,0,34099,Harris English,28.58,2772,97,22
48,0,29970,Dylan Frittelli,28.58,2229,78,21
50,0,33399,Adam Hadwin,28.60,2517,88,24
51,0,27349,Alex Noren,28.61,2632,92,23
52,0,48084,Wesley Bryan,28.63,1374,48,24
52,0,35532,Tom Hoge,28.63,2977,104,22
54,0,30926,Chris Kirk,28.65,2636,92,23
54,0,35449,Adam Long,28.65,3237,113,23
56,0,36699,Patrick Rodgers,28.66,2923,102,23
56,0,32139,Danny Willett,28.66,1920,67,22
58,0,50493,Justin Suh,28.68,3269,114,24
59,0,52955,Ludvig Åberg,28.70,1435,50,24
59,0,52453,Nicolai Hojgaard,28.70,1320,46,23
59,0,55182,Tom Kim,28.70,2583,90,24
62,0,49947,Taylor Moore,28.71,2900,101,23
63,0,31202,William McGirt,28.74,1523,53,25
64,0,24140,Sean O'Hair,28.75,1495,52,24
65,0,46441,Robby Shelton,28.76,2991,104,21
66,0,32839,Hideki Matsuyama,28.77,2503,87,23
67,0,49771,J.T. Poston,28.78,2878,100,22
68,0,24925,Jonathan Byrd,28.80,1728,60,23
69,0,34098,Russell Henley,28.81,2420,84,22
69,0,33410,Andrew Landry,28.81,2305,80,23
71,0,33141,Keegan Bradley,28.82,2363,82,23
71,0,47983,Chad Ramey,28.82,2911,101,24
71,0,29221,Webb Simpson,28.82,1643,57,23
74,0,26596,Ryan Moore,28.83,2393,83,25
75,0,36801,Mark Hubbard,28.85,3347,116,23
75,0,48117,Kurt Kitayama,28.85,2077,72,22
77,0,40115,Adam Svensson,28.90,3526,122,21
77,0,25632,Jimmy Walker,28.90,2485,86,23
79,0,40058,Zac Blair,28.91,2255,78,24
79,0,32757,Patton Kizzire,28.91,2891,100,24
79,0,52374,Brandon Wu,28.91,3325,115,23
82,0,59018,Ryan Gerard,28.92,1793,62,22
82,0,35879,Kelly Kraft,28.92,2603,90,23
82,0,33413,Ben Martin,28.92,2979,103,22
85,0,20229,Stewart Cink,28.93,2314,80,21
86,0,54628,Lee Hodges,28.94,3097,107,22
86,0,39546,Keith Mitchell,28.94,2720,94,23
86,0,51997,Andrew Novak,28.94,2749,95,24
89,0,31646,Emiliano Grillo,28.95,3271,113,22
90,0,33448,Justin Thomas,28.96,2085,72,22
91,0,45157,Cam Davis,28.97,2636,91,22
92,0,47079,Harrison Endycott,28.98,2579,89,24
93,0,34563,Chesson Hadley,28.99,2725,94,21
94,0,29289,S.Y. Noh,29.00,1972,68,21
94,0,47995,Davis Riley,29.00,2958,102,22
94,0,48119,Ben Taylor,29.00,3074,106,24
97,0,33408,Tyson Alexander,29.01,2756,95,25
97,0,54421,Garrick Higgo,29.01,2988,103,24
97,0,50525,Collin Morikawa,29.01,2350,81,23
100,0,57362,Austin Eckroat,29.02,2844,98,22
100,0,49960,Sepp Straka,29.02,2670,92,24
100,0,48887,Matt Wallace,29.02,2438,84,24
103,0,29420,Billy Horschel,29.03,1858,64,25
103,0,32816,Satoshi Kodaira,29.03,1829,63,23
103,0,32640,Troy Merritt,29.03,2671,92,23
103,0,50095,Austin Smotherman,29.03,2903,100,22
107,0,34256,Andrew Putnam,29.05,3224,111,22
107,0,35617,Martin Trainer,29.05,1830,63,25
109,0,51890,Greyson Sigg,29.07,3052,105,24
110,0,36799,Stephan Jaeger,29.09,3549,122,23
110,0,32791,K.H. Lee,29.09,3113,107,22
110,0,46046,Scottie Scheffler,29.09,2560,88,24
113,0,47988,Nick Hardy,29.10,3434,118,23
113,0,28775,Nate Lashley,29.10,3114,107,23
113,0,51950,Max McGreevy,29.10,2677,92,23
113,0,58168,Davis Thompson,29.10,2794,96,23
113,0,57366,Cameron Young,29.10,2503,86,24
118,0,55454,Carl Yuan,29.11,2445,84,23
119,0,24024,Zach Johnson,29.13,1981,68,24
120,0,29725,Tony Finau,29.14,2448,84,21
120,0,35901,Paul Haley II,29.14,2681,92,20
120,0,27974,Sung Kang,29.14,1428,49,24
120,0,39975,Michael Kim,29.14,2827,97,23
120,0,58967,Trevor Werbylo,29.14,2419,83,23
125,0,34255,Joseph Bramlett,29.16,2333,80,24
125,0,55893,Sam Stevens,29.16,3091,106,24
127,0,51349,Nico Echavarria,29.17,2275,78,23
127,0,58696,Peter Kuest,29.17,1342,46,25
127,0,46601,Trey Mullinax,29.17,2071,71,21
130,0,25900,Lucas Glover,29.18,2918,100,21
130,0,33204,Shane Lowry,29.18,1809,62,25
132,0,23320,Ryan Palmer,29.19,2306,79,22
133,0,34431,Robert Streb,29.20,2365,81,25
134,0,47347,Adam Schenk,29.21,3476,119,23
134,0,40006,Erik van Rooyen,29.21,2278,78,24
136,0,52513,Carson Young,29.22,2893,99,24
137,0,37338,Zecheng Dou,29.23,2835,97,23
138,0,39067,MJ Daffue,29.24,3012,103,22
138,0,39324,J.J. Spaun,29.24,2982,102,23
140,0,56630,Akshay Bhatia,29.27,2459,84,24
140,0,34610,Matthias Schwab,29.27,3015,103,24
142,0,31577,Tano Goya,29.28,2635,90,22
143,0,46414,Aaron Rai,29.29,3075,105,23
143,0,48699,Callum Tarren,29.29,2900,99,24
145,0,34076,Joel Dahmen,29.30,2696,92,23
145,0,27963,Chris Stroud,29.30,1670,57,24
147,0,55708,Hayden Buckley,29.32,2463,84,22
147,0,32366,Kevin Chappell,29.32,1642,56,23
147,0,46340,Alex Smalley,29.32,3284,112,24
147,0,27095,Nick Watney,29.32,2228,76,23
147,0,54783,Dylan Wu,29.32,3108,106,22
152,0,39954,Cody Gribble,29.34,2054,70,25
153,0,49298,Kramer Hickok,29.36,2848,97,23
154,0,51070,Vincent Norrman,29.39,2498,85,21
155,0,29535,Brice Garnett,29.40,2528,86,24
156,0,27554,Scott Harrington,29.41,2353,80,25
156,0,27214,Kevin Streelman,29.41,2823,96,23
158,0,39997,Corey Conners,29.42,2530,86,24
159,0,36326,David Lipsky,29.44,3032,103,23
159,0,29908,C.T. Pan,29.44,1590,54,18
161,0,30692,Scott Stallings,29.49,2477,84,25
162,0,45609,Tyler Duncan,29.50,2773,94,24
163,0,28420,Ryan Brehm,29.51,2538,86,22
163,0,35310,Lanto Griffin,29.51,1682,57,22
165,0,19803,Ryan Armour,29.52,2716,92,25
165,0,32333,Kevin Tway,29.52,2982,101,21
167,0,48867,Matti Schmid,29.53,2333,79,24
168,0,40250,Taylor Pendrith,29.55,2925,99,23
169,0,27936,Martin Laird,29.57,2602,88,24
169,0,26476,Chez Reavie,29.57,2839,96,21
169,0,39335,Kevin Roy,29.57,2247,76,24
172,0,52375,Doug Ghim,29.58,2751,93,24
172,0,22056,Cameron Percy,29.58,1982,67,24
174,0,12716,Charley Hoffman,29.59,2397,81,21
174,0,30163,Henrik Norlander,29.59,2693,91,24
176,0,32662,Michael Gligic,29.64,2164,73,25
176,0,56762,Will Gordon,29.64,3290,111,25
178,0,36871,Matt NeSmith,29.65,2935,99,24
179,0,25686,Jason Dufner,29.67,2700,91,23
180,0,32448,James Hahn,29.68,2374,80,24
181,0,27129,Luke List,29.71,2971,100,25
181,0,51491,Brandon Matthews,29.71,1753,59,25
183,0,49766,Hank Lebioda,29.79,1817,61,25
184,0,53165,Doc Redman,29.82,2326,78,24
184,0,45242,Kevin Yu,29.82,2117,71,25
186,0,31323,Gary Woodland,29.83,2476,83,24
187,0,52411,Kyle Westmoreland,29.85,2358,79,24
188,0,36724,Augusto Núñez,29.89,2541,85,24
189,0,52372,Cameron Champ,29.92,2334,78,25
190,0,49453,Trevor Cone,29.96,2457,82,23
191,0,33122,Russell Knox,30.03,3423,114,23
192,0,51414,Brent Grant,30.19,2536,84,23
192,0,31557,Jim Herman,30.19,2325,77,26