RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,12652,Cameron Beckman,4.000,4,1
1,0,24357,K.J. Choi,4.000,4,1
1,0,08931,Glen Day,4.000,4,1
1,0,01361,Dan Forsman,4.000,8,2
1,0,21805,Harrison Frazar,4.000,4,1
1,0,20574,Mathew Goggin,4.000,4,1
1,0,12660,Jesper Parnevik,4.000,4,1
1,0,20127,Chris Riley,4.000,4,1
9,0,12705,Cliff Kresge,4.500,9,2
10,0,20771,Steven Alker,5.000,5,1
10,0,21633,Steve Allan,5.000,5,1
10,0,12661,Todd Barranger,5.000,5,1
10,0,01161,Mark Calcavecchia,5.000,5,1
10,0,19972,José Coceres,5.000,5,1
10,0,22621,Ben Curtis,5.000,5,1
10,0,01249,John Daly,5.000,5,1
10,0,06251,Chris DiMarco,5.000,5,1
10,0,20121,Todd Fischer,5.000,5,1
10,0,12823,Carlos Franco,5.000,5,1
10,0,21209,Sergio Garcia,5.000,5,1
10,0,10201,Matt Gogel,5.000,5,1
10,0,23338,David Gossett,5.000,5,1
10,0,06575,Dudley Hart,5.000,10,2
10,0,08545,Glen Hnatiuk,5.000,5,1
10,0,01619,Skip Kendall,5.000,5,1
10,0,10860,Justin Leonard,5.000,5,1
10,0,08547,John Maginnes,5.000,5,1
10,0,20568,Anthony Painter,5.000,5,1
10,0,20663,Brenden Pappas,5.000,5,1
10,0,01938,David Peoples,5.000,5,1
10,0,24361,Pat Perez,5.000,5,1
10,0,25345,Carl Pettersson,5.000,5,1
10,0,20645,John Senden,5.000,5,1
10,0,02101,Joey Sindelar,5.000,5,1
10,0,08375,Paul Stankowski,5.000,5,1
10,0,23177,Kenneth Staton,5.000,10,2
10,0,07101,Dave Stockton Jr.,5.000,5,1
10,0,20436,Garrett Willis,5.000,5,1
10,0,21878,Mark Wilson,5.000,5,1
40,0,10885,Robert Allenby,6.000,6,1
40,0,07721,Pat Bates,6.000,6,1
40,0,08123,Jeff Brehaut,6.000,6,1
40,0,24925,Jonathan Byrd,6.000,6,1
40,0,19825,Darren Clarke,6.000,6,1
40,0,01388,Robert Gamez,6.000,6,1
40,0,12782,Tim Herron,6.000,6,1
40,0,06581,David Sutherland,6.000,6,1