RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,55789,Taylor Montgomery,0.866,40.708,47
2,0,51977,Max Greyserman,0.749,47.912,64
3,0,35506,Mackenzie Hughes,0.742,62.309,84
4,0,47993,Denny McCarthy,0.699,55.194,79
5,0,40250,Taylor Pendrith,0.592,42.046,71
6,0,50493,Justin Suh,0.589,36.536,62
7,0,60004,Jacob Bridgeman,0.584,35.064,60
8,0,39327,Ben Silverman,0.550,39.033,71
9,0,28089,Jason Day,0.541,31.906,59
10,0,33653,Thomas Detry,0.532,34.599,65
11,0,51894,Vince Whaley,0.518,27.960,54
12,0,48081,Xander Schauffele,0.510,35.209,69
13,0,59836,Pierceson Coody,0.505,31.295,62
14,0,47504,Sam Burns,0.496,32.730,66
14,0,35461,Beau Hossler,0.496,39.150,79
16,0,34099,Harris English,0.491,38.321,78
16,0,50188,S.H. Kim,0.491,44.152,90
18,0,22371,Aaron Baddeley,0.487,28.741,59
19,0,51766,Wyndham Clark,0.476,29.512,62
20,0,45522,Christiaan Bezuidenhout,0.459,33.077,72
21,0,29420,Billy Horschel,0.442,29.646,67
22,0,24024,Zach Johnson,0.420,18.076,43
23,0,40098,Matt Fitzpatrick,0.417,25.828,62
24,0,30927,Brendon Todd,0.409,36.427,89
25,0,47983,Chad Ramey,0.406,27.985,69
26,0,40006,Erik van Rooyen,0.403,28.205,70
27,0,24502,Adam Scott,0.399,24.713,62
28,0,32333,Kevin Tway,0.362,16.310,45
29,0,23108,Matt Kuchar,0.351,23.534,67
29,0,46442,Maverick McNealy,0.351,27.764,79
31,0,40162,Justin Lower,0.350,29.014,83
32,0,35617,Martin Trainer,0.347,14.228,41
33,0,56630,Akshay Bhatia,0.345,27.240,79
34,0,57900,Chandler Phillips,0.322,24.138,75
35,0,52215,Robert MacIntyre,0.321,20.224,63
36,0,33408,Tyson Alexander,0.314,19.160,61
37,0,52372,Cameron Champ,0.310,15.199,49
38,0,55893,Sam Stevens,0.306,24.486,80
39,0,34098,Russell Henley,0.304,19.462,64
40,0,27644,Brian Harman,0.291,23.027,79
41,0,34256,Andrew Putnam,0.289,21.693,75
41,0,47995,Davis Riley,0.289,20.216,70
43,0,57975,Harry Hall,0.279,19.840,71
44,0,46717,Viktor Hovland,0.269,14.008,52
45,0,34563,Chesson Hadley,0.265,16.188,61
46,0,48867,Matti Schmid,0.260,16.358,63
47,0,47591,Eric Cole,0.258,24.753,96
48,0,34466,Peter Malnati,0.257,17.505,68
48,0,51634,Sahith Theegala,0.257,21.839,85
50,0,49771,J.T. Poston,0.252,19.439,77
51,0,33968,Thorbjørn Olesen,0.251,10.021,40
52,0,54591,Ben Griffin,0.238,21.680,91
53,0,35450,Patrick Cantlay,0.234,12.883,55
54,0,27349,Alex Noren,0.213,12.753,60
55,0,49947,Taylor Moore,0.190,16.716,88
56,0,29936,Ryan Fox,0.181,12.512,69
56,0,33486,Roger Sloan,0.181,9.748,54
58,0,50484,Hayden Springer,0.177,9.905,56
59,0,28237,Rory McIlroy,0.173,10.748,62
60,0,46113,Ryan McCormick,0.170,7.973,47
61,0,27936,Martin Laird,0.164,9.532,58
62,0,32791,K.H. Lee,0.155,10.542,68
63,0,27649,Brandt Snedeker,0.147,7.658,52
64,0,47806,Raul Pereda,0.142,5.095,36
65,0,39971,Sungjae Im,0.138,10.891,79
66,0,32102,Rickie Fowler,0.136,9.238,68
67,0,52955,Ludvig Åberg,0.135,8.919,66
68,0,31646,Emiliano Grillo,0.129,9.967,77
68,0,52513,Carson Young,0.129,9.583,74
70,0,47679,Victor Perez,0.126,7.694,61
71,0,48153,Matthieu Pavon,0.125,6.616,53
71,0,36699,Patrick Rodgers,0.125,11.122,89
73,0,50525,Collin Morikawa,0.121,8.341,69
74,0,48119,Ben Taylor,0.113,6.116,54
75,0,29478,Kevin Kisner,0.105,4.924,47
76,0,54783,Dylan Wu,0.103,7.232,70
77,0,46046,Scottie Scheffler,0.095,5.878,62
78,0,39975,Michael Kim,0.084,5.297,63
79,0,51349,Nico Echavarria,0.083,5.845,70
80,0,54576,Patrick Fishburn,0.078,4.345,56
81,0,52514,Trace Crowe,0.074,3.905,53
82,0,48887,Matt Wallace,0.069,4.026,58
83,0,54421,Garrick Higgo,0.066,4.144,63
84,0,51287,Ryo Hisatsune,0.065,4.529,70
85,0,52666,Sami Valimaki,0.060,3.429,57
86,0,32366,Kevin Chappell,0.058,2.389,41
87,0,46414,Aaron Rai,0.054,4.082,75
88,0,28775,Nate Lashley,0.047,2.935,62
89,0,29908,C.T. Pan,0.045,2.554,57
90,0,58168,Davis Thompson,0.042,3.359,80
91,0,28252,Seamus Power,0.041,3.608,89
92,0,30911,Tommy Fleetwood,0.040,2.589,64
93,0,35532,Tom Hoge,0.037,3.401,91
94,0,46441,Robby Shelton,0.036,2.359,66
95,0,47347,Adam Schenk,0.026,2.105,81
96,0,33399,Adam Hadwin,0.023,1.650,71
97,0,22405,Justin Rose,0.022,1.176,53
98,0,36801,Mark Hubbard,0.017,1.513,88
99,0,36799,Stephan Jaeger,0.010,0.726,73
100,0,51997,Andrew Novak,-0.003,-0.248,77
101,0,59866,Nick Dunlap,-0.006,-0.372,64
101,0,34046,Jordan Spieth,-0.006,-0.368,63
103,0,27129,Luke List,-0.010,-0.665,66
104,0,49960,Sepp Straka,-0.018,-1.188,66
105,0,56149,Wilson Furr,-0.024,-1.108,46
106,0,39977,Max Homa,-0.025,-1.716,69
107,0,34374,Erik Barnes,-0.028,-1.252,44
108,0,39324,J.J. Spaun,-0.035,-2.529,73
109,0,25493,Nick Taylor,-0.042,-3.186,76
110,0,59143,Mac Meissner,-0.056,-3.639,65
111,0,37212,Paul Barjon,-0.059,-2.599,44
112,0,33204,Shane Lowry,-0.076,-4.643,61
113,0,33948,Byeong Hun An,-0.079,-5.240,66
114,0,55182,Tom Kim,-0.081,-5.824,72
115,0,47420,Jake Knapp,-0.082,-5.683,69
115,0,27139,David Skinns,-0.082,-5.601,68
117,0,59095,Chris Gotterup,-0.083,-5.462,66
118,0,32367,Jorge Campillo,-0.110,-4.634,42
118,0,37378,Min Woo Lee,-0.110,-6.519,59
120,0,40058,Zac Blair,-0.114,-8.409,74
121,0,32839,Hideki Matsuyama,-0.118,-7.541,64
122,0,37275,Sam Ryder,-0.127,-7.604,60
123,0,35310,Lanto Griffin,-0.129,-7.465,58
124,0,52374,Brandon Wu,-0.138,-8.688,63
125,0,33141,Keegan Bradley,-0.141,-10.030,71
126,0,48084,Wesley Bryan,-0.158,-5.521,35
127,0,32757,Patton Kizzire,-0.167,-8.842,53
128,0,39997,Corey Conners,-0.168,-13.099,78
129,0,57362,Austin Eckroat,-0.172,-13.427,78
130,0,34021,Bud Cauley,-0.175,-8.916,51
131,0,30163,Henrik Norlander,-0.178,-8.713,49
132,0,47483,Will Zalatoris,-0.181,-10.656,59
133,0,60767,Blaine Hale Jr.,-0.187,-7.114,38
133,0,36871,Matt NeSmith,-0.187,-11.575,62
135,0,52375,Doug Ghim,-0.191,-15.115,79
135,0,47988,Nick Hardy,-0.191,-14.518,76
137,0,36884,Ben Kohles,-0.201,-14.637,73
138,0,27214,Kevin Streelman,-0.205,-11.698,57
139,0,25900,Lucas Glover,-0.215,-16.561,77
140,0,37455,Si Woo Kim,-0.218,-17.037,78
141,0,59442,Parker Coody,-0.223,-10.709,48
142,0,45609,Tyler Duncan,-0.224,-12.555,56
143,0,31323,Gary Woodland,-0.229,-16.519,72
144,0,52453,Nicolai Højgaard,-0.231,-10.401,45
145,0,57366,Cameron Young,-0.234,-16.877,72
146,0,12716,Charley Hoffman,-0.241,-14.704,61
147,0,45157,Cam Davis,-0.254,-18.272,72
147,0,51696,Rico Hoey,-0.254,-17.025,67
149,0,50497,Adrien Dumont de Chassart,-0.266,-15.400,58
150,0,60067,Joe Highsmith,-0.269,-15.599,58
151,0,27064,Jhonattan Vegas,-0.280,-17.106,61
152,0,55708,Hayden Buckley,-0.284,-17.035,60
153,0,32070,Rafael Campos,-0.288,-12.686,44
153,0,45242,Kevin Yu,-0.288,-19.028,66
155,0,26476,Chez Reavie,-0.292,-16.336,56
156,0,29725,Tony Finau,-0.296,-21.044,71
157,0,29221,Webb Simpson,-0.299,-14.660,49
158,0,54628,Lee Hodges,-0.302,-25.947,86
159,0,39546,Keith Mitchell,-0.330,-25.071,76
160,0,28420,Ryan Brehm,-0.363,-16.700,46
161,0,32640,Troy Merritt,-0.381,-22.107,58
162,0,36326,David Lipsky,-0.385,-22.310,58
163,0,40026,Daniel Berger,-0.404,-24.239,60
164,0,34587,Chan Kim,-0.412,-29.241,71
165,0,47663,Kevin Dougherty,-0.414,-20.709,50
165,0,23320,Ryan Palmer,-0.414,-14.904,36
165,0,38991,Alejandro Tosti,-0.414,-25.241,61
168,0,46340,Alex Smalley,-0.418,-24.666,59
169,0,29535,Brice Garnett,-0.424,-18.245,43
170,0,30926,Chris Kirk,-0.427,-28.587,67
171,0,48117,Kurt Kitayama,-0.433,-30.333,70
172,0,40115,Adam Svensson,-0.447,-44.711,100
173,0,34255,Joseph Bramlett,-0.472,-33.987,72
174,0,33448,Justin Thomas,-0.478,-28.682,60
175,0,51890,Greyson Sigg,-0.502,-33.119,66
176,0,50095,Austin Smotherman,-0.557,-21.152,38
177,0,26596,Ryan Moore,-0.580,-37.132,64
178,0,48699,Callum Tarren,-0.629,-36.474,58
179,0,55454,Carl Yuan,-0.630,-34.009,54
180,0,48319,Tom Whitney,-0.637,-31.865,50
181,0,34076,Joel Dahmen,-0.693,-50.558,73
182,0,27770,Camilo Villegas,-0.720,-31.690,44
183,0,27330,Josh Teater,-0.862,-32.767,38
184,0,51070,Vincent Norrman,-0.954,-43.863,46